text,label
The data center improved water consumption by 52% compared with 2019.,0
The data center purchased 12229 MWh of certified renewable electricity in 2022.,0
We embrace planet-friendly business for future generations This reflects our values.,1
We remain dedicated to planet-friendly business while creating value for all stakeholders across our value chain This reflects our commitment.,1
The corporate office invested €231 million in energy efficiency during 2023.,0
We believe in long-term sustainability across everything we do This reflects our vision.,1
We embrace long-term sustainability for future generations across our value chain.,1
"The supplier network installed 226 solar panels, generating 72226 MWh of electricity annually.",0
The data center completed third-party verification for cooling energy demand data in 2025.,0
We work every day toward positive change for future generations across our value chain.,1
The automotive plant reported 9% renewable electricity use in 2019.,0
We are proud to support environmental excellence through innovation and teamwork across our teams.,1
The automotive plant replaced 228 diesel forklifts with electric models in 2020.,0
We strive to climate-conscious innovation across our operations.,1
Sustainability is deeply embedded in our culture and decision-making across our value chain This reflects our vision.,1
We are taking meaningful steps to care for the planet across our operations This reflects our responsibility.,1
We aim to inspire a greener future.,1
We are taking meaningful steps to care for the planet across our brands.,1
We are passionate about long-term sustainability as part of our environmental journey This reflects our purpose.,1
We are committed to sustainable progress while creating value for all stakeholders across our operations This reflects our purpose.,1
The packaging unit decreased manufacturing waste by 10% compared with 2023.,0
The distribution center trained 79 suppliers on environmental reporting requirements.,0
Our sustainability journey reflects our values and purpose across our value chain.,1
We are building a future where business and nature can thrive together This reflects our purpose.,1
We are transforming our business to become more environmentally friendly This reflects our vision.,1
We are transforming our business to become more environmentally friendly across our teams.,1
The supplier network recycled 83% of production waste across 112 sites.,0
The logistics division reported 7% renewable electricity use in 2020.,0
The packaging unit reported 7% renewable electricity use in 2021.,0
The logistics division lowered business travel emissions by 45% compared with 2023.,0
We embrace responsible growth with bold ambitions and strong values across our global network.,1
The logistics division switched 37% of its fleet to electric vehicles by the end of 2023.,0
We are passionate about planet-friendly business in every aspect of our business across our value chain.,1
We are passionate about a better tomorrow as part of our environmental journey.,1
We believe in long-term sustainability.,1
We work every day toward a cleaner planet as part of our environmental journey across our communities.,1
We are transforming our business to become more environmentally friendly across our value chain.,1
We continue to promote sustainable progress while creating value for all stakeholders across our global network This reflects our vision.,1
The company reported 82% renewable electricity use in 2024.,0
The packaging unit invested €459 million in biodiversity protection during 2019.,0
